Name,Rank,Location,Points
MountedShooter,2160.0,Georgia,4906920
nautimile,2161.0,"Detroit, Michigan",4906445
biggeral,2162.0,"Hamilton, Ontario",4905110
ltbombb,2163.0,Ohio,4905045
Brewster06,2164.0,Connecticut,4904975
VJDutka,2165.0,New Jersey,4902850
panda317,2166.0,"Tampa, Florida",4902125
zbear,2167.0,"San Jose, California",4902010
Ltdc,2168.0,"Long Island, New York",4901575
warlord1,2169.0,Georgia,4901560
Les7h,2170.0,Texas,4901105
PANHEADMITCH,2171.0,Louisiana,4900395
cott83,2172.0,Illinois,4900250
TonyPSU,2173.0,"Cleveland, Ohio",4900165
Bangor Jim,2174.0,Maine,4899500
jmchamblis,2175.0,"Mobile, Alabama",4899465
UseLessGasFolks,2176.0,Iowa,4897625
alphanyr,2177.0,Connecticut,4896250
WhatthaF,2178.0,Arkansas,4896200
Sidewinder,2179.0,Minnesota,4895730
Positive,2180.0,"Pittsburgh, Pennsylvania",4895565
iqtrainer,2181.0,"Oklahoma City, Oklahoma",4895430
blitz4848,2182.0,Florida,4895245
TopSpeedAsian,2183.0,"Detroit, Michigan",4894900
morris53659,2184.0,"South Bend, Indiana",4892655
Thomtec,2185.0,"Nashville, Tennessee",4891730
Mtgreenwood,2186.0,"Chicago, Illinois",4889735
MustangRacing,2187.0,Virginia,4888895
altima2008,2188.0,"Philadelphia, Pennsylvania",4888890
vw49,2189.0,Virginia,4887440
shores4now,2190.0,Kentucky,4887275
Caduceus26,2191.0,"Jacksonville, Florida",4887180
Helping Out,2192.0,"Fresno, California",4886945
javaman98,2193.0,"San Antonio, Texas",4886930
PrepHermit,2194.0,New Jersey,4886210
SnickersDog,2195.0,"Denver, Colorado",4886150
KJC4043,2196.0,New Jersey,4884420
Judster,2197.0,"Pensacola, Florida",4884415
gmholler,2198.0,Louisiana,4883745
gregjasper9912,2199.0,Maryland,4883705
Funkynassau,2200.0,Ontario,4883630
otherdave,2201.0,Indiana,4883365
Skid_Mark,2202.0,South Carolina,4883225
rcohan2,2203.0,South Carolina,4882910
cheapertvs,2204.0,"Richmond, Virginia",4882020
pfone1847,2205.0,Illinois,4881535
viperahul,2206.0,"Oakland, California",4881255
Bassman413,2207.0,Washington,4880335
Ledfut911,2208.0,West Virginia,4878095
Countersound,2209.0,"Raleigh, North Carolina",4877395
thomas41546,2210.0,Tennessee,4874885
Skunk63,2211.0,"Phoenix, Arizona",4874825
smarte1,2212.0,Illinois,4874770
lowpriceRCSD,2213.0,South Dakota,4873245
bba,2214.0,"Cleveland, Ohio",4871515
Kelowna635,2215.0,British Columbia,4870525
Poliriboy,2216.0,"St. Louis, Missouri",4870250
WalRus49,2217.0,"Boston, Massachusetts",4868490
Mselainious,2218.0,"Detroit, Michigan",4868455
ronaldpall,2219.0,"Phoenix, Arizona",4868440
oldtrout03,2220.0,Nova Scotia,4867350
tnikodem,2221.0,"Grand Rapids, Michigan",4867285
YaBassa,2222.0,Michigan,4865525
MGMech,2223.0,"Orange County, California",4864835
regkit1,2224.0,Ontario,4864210
acvw74,2225.0,Missouri,4863235
ecurb163,2226.0,"Detroit, Michigan",4862925
KillChain,2227.0,"Albuquerque, New Mexico",4860065
1GhettoWhipper,2228.0,"Indianapolis, Indiana",4859920
miatajim,2229.0,"Atlanta, Georgia",4859585
Marson,2230.0,"Scranton, Pennsylvania",4858985
akmom,2231.0,Kentucky,4857665
gal29,2232.0,Michigan,4857460
Happytalk,2233.0,Pennsylvania,4855525
BennoBlue,2234.0,Virginia,4852730
2dancing,2235.0,"San Diego, California",4852680
vernonh,2236.0,"Dallas, Texas",4852590
face4radio,2237.0,Alaska,4852525
Lugene56,2238.0,"Tampa, Florida",4851040
BMWer,2239.0,"Calgary, Alberta",4850740
8RULES,2240.0,"Albany, New York",4850400
HEMIDakota,2241.0,Texas,4848560
penguin45,2242.0,"Buffalo, New York",4847530
ajg5176,2243.0,"Atlanta, Georgia",4846590
IB2ChillE,2244.0,"Los Angeles, California",4846550
vaca1959,2245.0,New York,4846240
lsb1955,2246.0,"Salt Lake City, Utah",4845115
cruisingtx,2247.0,"San Antonio, Texas",4844685
Ratso,2248.0,Ohio,4844345
PrinceLH,2249.0,Ontario,4842045
cmicvret,2250.0,Minnesota,4841225
BeemerBikerUT,2251.0,Utah,4840815
brewski,2252.0,Missouri,4840100
namzza6310,2253.0,"Milwaukee, Wisconsin",4839923
ECMM,2254.0,"Miami, Florida",4839880
fireless1,2255.0,"Atlanta, Georgia",4839400
beekeeper1,2256.0,Indiana,4838595
Brutus302,2257.0,Ohio,4837130
bvrbill,2258.0,"Eugene, Oregon",4835080
jay93LA,2259.0,"New Orleans, Louisiana",4835070
ajb53,2260.0,"Long Island, New York",4834570
tbb2,2261.0,South Carolina,4834130
barbc72,2262.0,Michigan,4832185
ToolKing,2263.0,Missouri,4831880
vetguy58,2264.0,New Jersey,4831860
Beboper,2265.0,Virginia,4829140
lrrifleman,2266.0,New Jersey,4826655
boznash,2267.0,"Nashville, Tennessee",4826140
sanDoone,2268.0,"Los Angeles, California",4825915
larryhanson,2269.0,Mississippi,4825885
MustangMissy,2270.0,"Fort Worth, Texas",4824585
mrgeek,2271.0,"Twin Cities, Minnesota",4823510
miamimusic,2272.0,"Miami, Florida",4823205
pilotmass,2273.0,"Boston, Massachusetts",4822415
BumpinButch,2274.0,Texas,4821960
ripp88,2275.0,"Cleveland, Ohio",4820690
RhodeThode,2276.0,Nebraska,4819715
majorben,2277.0,New York,4819235
jimbo1031,2278.0,"Phoenix, Arizona",4817965
ProfDude,2279.0,Illinois,4817915
adunbar,2280.0,Minnesota,4817200
Spike294,2281.0,South Carolina,4816775
davidvsgoliath,2282.0,"Long Island, New York",4816720
Nicanite,2283.0,"Flint, Michigan",4815895
RAM314,2284.0,Michigan,4814285
kleecurry,2285.0,Florida,4814075
Bed45E,2286.0,"Halifax, Nova Scotia",4814040
tnfran,2287.0,Arizona,4813790
robfrey,2288.0,"Lancaster, Pennsylvania",4811255
dnwindy,2289.0,"Indianapolis, Indiana",4811000
jbob357,2290.0,Iowa,4810240
jammer44313,2291.0,"Akron, Ohio",4808905
Jorgie,2292.0,"Twin Cities, Minnesota",4807595
Guido4,2293.0,"Pensacola, Florida",4807345
Bob F,2294.0,South Carolina,4807225
DesertRat2011,2295.0,"Riverside, California",4806257
LostOnNet,2296.0,New Jersey,4805225
infinititom,,"Dallas, Texas",4805225
TudorPrince,2298.0,Pennsylvania,4804840
Jeepp,2299.0,"Boston, Massachusetts",4804450
tazone,2300.0,"Tulsa, Oklahoma",4802325
ObieDog,2301.0,Maryland,4801770
wilt13,2302.0,"Orange County, California",4797285
keithyoon1977,2303.0,Virginia,4797095
mplato,2304.0,"Columbia, South Carolina",4796370
johnnyg1200,2305.0,"St. Louis, Missouri",4795820
paul237,2306.0,Missouri,4793730
hcivic,2307.0,Virginia,4793720
MBAcura,2308.0,"Orlando, Florida",4792715
Cheap27,2309.0,Michigan,4792525
webwayne,2310.0,Indiana,4791920
jetmech568,2311.0,Idaho,4791720
OilerFan,2312.0,"Tulsa, Oklahoma",4789700
sc331mustang,2313.0,South Carolina,4789355
twinhauler,2314.0,Virginia,4788990
Valricoslash,2315.0,"Tampa, Florida",4787375
SteelPenny,2316.0,"Dallas, Texas",4786715
daddyoON,2317.0,Ontario,4785320
pepinoNC,2318.0,"Raleigh, North Carolina",4785200
PhilMils,2319.0,Virginia,4785140
sdbaroon,2320.0,"Scranton, Pennsylvania",4783915
groncho,2321.0,"Appleton, Wisconsin",4780095
sillyputty,2322.0,"Phoenix, Arizona",4779905
SusanVette,2323.0,"Orlando, Florida",4779790
The_DR,2324.0,New Jersey,4777700
stratlinetime,2325.0,"Kalamazoo, Michigan",4776790
wark6,2326.0,Minnesota,4775735
jarmitage,2327.0,Kansas,4774735
escape,2328.0,"Detroit, Michigan",4774305
CoastToCoast,2329.0,"Dayton, Ohio",4774205
ri03844,2330.0,"Charlotte, North Carolina",4774160
Sam195,2331.0,"San Bernardino, California",4773905
Gas Today,2332.0,"Columbus, Ohio",4770280
2011370Z,2333.0,"Phoenix, Arizona",4769780
mlmeng,2334.0,Michigan,4769465
Sal-Novi,2335.0,"Detroit, Michigan",4769115
pghbill,2336.0,"Pittsburgh, Pennsylvania",4768785
pwoodhouse,2337.0,Arkansas,4768745
catfish99,2338.0,"Wilmington, Delaware",4767455
gws2980,2339.0,"Philadelphia, Pennsylvania",4767160
friday21,2340.0,"Toronto, Ontario",4765495
JCClark2012,2341.0,New Hampshire,4764650
runner74,2342.0,Washington,4764215
patsy139,2343.0,"Atlanta, Georgia",4763595
Woe,2344.0,"Twin Cities, Minnesota",4763350
GAS5,2345.0,"Long Island, New York",4762860
KO292,2346.0,"Twin Cities, Minnesota",4762505
driveonfume,2347.0,"Toronto, Ontario",4761755
agent0077,2348.0,Colorado,4760405
MrBSU87,2349.0,"Fort Wayne, Indiana",4760268
jsfb6pts,2350.0,Michigan,4760095
mrreferee,2351.0,"Savannah, Georgia",4759125
Bones603,2352.0,"Rochester, New York",4758985
stlhawk,2353.0,"St. Louis, Missouri",4758880
lgearl,2354.0,Ontario,4757085
kcar55,2355.0,Ohio,4755450
roadkingfl,2356.0,"Orange County, California",4755355
BEGTWO,2357.0,Maryland,4754295
CTRugby,2358.0,Connecticut,4754105
NightBoy,2359.0,"San Diego, California",4753625
Boilermat,2360.0,Indiana,4753205
DisMusBeDaPlaz,2361.0,"Tampa, Florida",4751960
shandie,2362.0,Kansas,4750725
GAWalv,2363.0,"Oklahoma City, Oklahoma",4750655
cleancut,2364.0,Manitoba,4750535
BCNU,2365.0,British Columbia,4750110
leeac,2366.0,Ohio,4750095
lnosnibor,2367.0,"Dayton, Ohio",4749750
DarwinTheDog,2368.0,"Phoenix, Arizona",4749495
lit4caster,2369.0,"Little Rock, Arkansas",4749355
Vstar53,2370.0,"Winnipeg, Manitoba",4748260
ace_dad43,,Kansas,4748260
TigerRose,2372.0,Illinois,4747160
ColoradoPapa,2373.0,Colorado,4747010
papakoca,2374.0,Texas,4746775
SuperDaveOsborn,2375.0,"Milwaukee, Wisconsin",4746030
Beechmi,2376.0,"Los Angeles, California",4745925
marcheld,2377.0,Maryland,4745300
VernonOR,2378.0,Oregon,4744750
beretta-bab,2379.0,Maine,4743210
Cipherguy,2380.0,"St. Louis, Missouri",4743130
metrojeep,2381.0,"Fort Worth, Texas",4742320
prius22,2382.0,"Twin Cities, Minnesota",4741845
Don20,2383.0,"Oklahoma City, Oklahoma",4741485
setnyre,2384.0,"Columbus, Ohio",4741000
Wierbe,2385.0,"Cincinnati, Ohio",4739320
skysteve1,2386.0,"Victoria, British Columbia",4738715
planetmail,2387.0,"Calgary, Alberta",4738710
blah2blah3,2388.0,"Houston, Texas",4738625
steffy628,2389.0,Pennsylvania,4737450
herbiepopnecker,2390.0,British Columbia,4737380
donsram,2391.0,"Buffalo, New York",4736640
hyeglenn,2392.0,"Fresno, California",4735335
sawdust1825,2393.0,Illinois,4734630
Rideyourbicycle,2394.0,Michigan,4733915
Versa808,2395.0,"Honolulu, Hawaii",4733785
bushels,2396.0,"Twin Cities, Minnesota",4733305
wejsag,2397.0,"San Antonio, Texas",4733215
DYSKYPILOT,2398.0,"Fort Worth, Texas",4731025
petroprince,2399.0,"Detroit, Michigan",4729755
souly,2400.0,"Montreal, Quebec",4729700
KatmanDo,2401.0,"Detroit, Michigan",4728035
wrong POST,2402.0,"Toronto, Ontario",4727495
bikerWI,2403.0,"Milwaukee, Wisconsin",4727215
TJW68,2404.0,"Twin Cities, Minnesota",4726775
bmsgolf,2405.0,"Amarillo, Texas",4726090
spicyg,2406.0,"Phoenix, Arizona",4725895
fbenda,2407.0,"Chicago, Illinois",4725460
Gasall1,2408.0,Georgia,4725400
deSaab,2409.0,"New Haven, Connecticut",4724570
MiniFan,2410.0,California,4723600
passNgas,2411.0,"Twin Cities, Minnesota",4722300
cdrrod,2412.0,Wisconsin,4721325
dallas11111,2413.0,"Honolulu, Hawaii",4720815
CDMAuto,2414.0,Connecticut,4720790
Thumper52,2415.0,New Brunswick,4720480
SAVEITIL,2416.0,"Chicago, Illinois",4720210
jimhlt,2417.0,"Kansas City, Missouri",4719445
isem,2418.0,Missouri,4719215
mullingspices,2419.0,"Honolulu, Hawaii",4716930
ftsgt,,Illinois,4716930
LuvMyPriusMN,2421.0,"Twin Cities, Minnesota",4716605
Soglaos,2422.0,"Virginia Beach, Virginia",4716335
davisadm,2423.0,"Los Angeles, California",4715900
kzrooster,2424.0,"Kalamazoo, Michigan",4715820
muchdutch,2425.0,Wisconsin,4715764
MINIWINI598,2426.0,Washington,4714075
EMoe57,2427.0,"Jacksonville, Florida",4713420
LaMigra,2428.0,"Laredo, Texas",4713260
oas,2429.0,Maryland,4712290
reidlej,2430.0,"Columbus, Ohio",4712255
naspa,2431.0,"Cleveland, Ohio",4711050
Yooper58,2432.0,Michigan,4709765
Corgi_02,2433.0,"Grand Rapids, Michigan",4709750
mawtaow,2434.0,"Boston, Massachusetts",4709475
TheOldMan25177,2435.0,"Charleston, West Virginia",4709420
bobt2382,2436.0,Texas,4708875
willinh,2437.0,New Hampshire,4708190
Insuremn,2438.0,"Twin Cities, Minnesota",4707995
Cableman66,2439.0,North Carolina,4707575
mennekinpis,2440.0,New York,4706190
Camsue,2441.0,"Ventura, California",4705270
buffy,2442.0,Saskatchewan,4702400
Ferdman17,2443.0,"Albany, New York",4702230
Jim62,2444.0,"Rochester, New York",4702095
penumbra42,2445.0,"Miami, Florida",4702030
jacob5066,2446.0,"College Station, Texas",4702020
Banjoe,2447.0,"Winnipeg, Manitoba",4701930
piggyster,2448.0,"San Francisco, California",4700205
blue01NM,2449.0,"Albuquerque, New Mexico",4699280
Prov1322,2450.0,"Atlanta, Georgia",4698970
2005mustang,2451.0,"Cleveland, Ohio",4698945
Bald1usa,2452.0,Washington DC,4698415
labbie,2453.0,"Albuquerque, New Mexico",4698390
mediccoy,2454.0,North Carolina,4698145
oaks2004,2455.0,"Ventura, California",4697900
roxy_talen,2456.0,"San Antonio, Texas",4697775
stauff,2457.0,"Chicago, Illinois",4696480
2parrots,2458.0,Massachusetts,4695245
nocturnalady,2459.0,"Cincinnati, Ohio",4695065
GoMath,2460.0,Colorado,4694730
humblepie,2461.0,"Toledo, Ohio",4694370
TokyoEric,2462.0,"Austin, Texas",4694360
vmholladay,2463.0,"Reading, Pennsylvania",4693645
BluWahoo,2464.0,"Pensacola, Florida",4693545
TheRealDeal78,2465.0,"Bakersfield, California",4693025
dranske,2466.0,"Miami, Florida",4692685
Idrive2much08,2467.0,New Jersey,4692122
tobin2010,2468.0,"Topeka, Kansas",4690905
SpruceGuse2,2469.0,Michigan,4690565
sschwrtz,2470.0,Wisconsin,4690550
blargolis,2471.0,"Riverside, California",4690125
valby,2472.0,Massachusetts,4689975
99dakota,2473.0,"Providence, Rhode Island",4687650
TFowler513,2474.0,"Memphis, Tennessee",4687385
blubaugh,2475.0,Pennsylvania,4687285
Pomonav10,2476.0,"Yakima, Washington",4685910
andy1024,2477.0,"Allentown, Pennsylvania",4685865
Gazas,2478.0,"Oakland, California",4684230
TxDaleJr88Fan,2479.0,"College Station, Texas",4684150
24RaceFan,2480.0,Saskatchewan,4683605
geocourt,2481.0,Illinois,4682545
BIGOILEATURCRUD,2482.0,North Carolina,4682385
fillme,2483.0,Missouri,4682330
cnw 1690,2484.0,South Dakota,4681965
Jkent1953,2485.0,"Salt Lake City, Utah",4681915
tlk0408,2486.0,"Raleigh, North Carolina",4680889
MrLefty0706,2487.0,"Chicago, Illinois",4680235
GFJ,2488.0,Alabama,4679465
97Vette,2489.0,Georgia,4678460
tat7,2490.0,"Baltimore, Maryland",4678240
toucan737,2491.0,Michigan,4678100
G_Leyden,2492.0,Alberta,4677655
Fenrock68,2493.0,Ontario,4677610
stephen2155,2494.0,"Pensacola, Florida",4676925
Joe-tx276,2495.0,Texas,4676735
etothek,2496.0,Pennsylvania,4676305
Illini_Chief,2497.0,Illinois,4676290
ExplorerWA,2498.0,Washington,4675885
jr2112,2499.0,"Kitchener-Waterloo, Ontario",4675845
abacus44,2500.0,South Carolina,4675080
BobbyBnTO,2501.0,"Toronto, Ontario",4675025
mapleleafs,2502.0,"Toronto, Ontario",4675015
mister8tch,2503.0,"Richmond, Virginia",4674970
PittSlovak,2504.0,"Pittsburgh, Pennsylvania",4674595
airving,2505.0,"London, Ontario",4674575
bjm64,2506.0,"Toronto, Ontario",4674290
cream92,2507.0,Michigan,4673615
scu227,2508.0,"New Haven, Connecticut",4672955
traindude,2509.0,"Virginia Beach, Virginia",4669360
priceshopper,2510.0,"Dayton, Ohio",4668905
GNo1,2511.0,"Nashville, Tennessee",4668740
fskrot,2512.0,"Rochester, New York",4668545
Hop1LA,2513.0,"Baton Rouge, Louisiana",4667800
mbfd302,2514.0,"Miami, Florida",4667320
abk,2515.0,Utah,4667075
rjhenn,2516.0,"Des Moines, Iowa",4666895
rrs517,2517.0,Colorado,4665980
igolfpdx,2518.0,"Portland, Oregon",4665960
VB_Richard,2519.0,"Virginia Beach, Virginia",4665620
evowner,2520.0,"Salem, Oregon",4664865
ArboretumCop,2521.0,"Richmond, Virginia",4664785
bluecrv,2522.0,"Toronto, Ontario",4663530
NJJG,2523.0,Manitoba,4663440
torpedorob,2524.0,"Baltimore, Maryland",4661905
WTLITNG,2525.0,Virginia,4661515
randyt58,2526.0,"Atlanta, Georgia",4660580
zcolt45,2527.0,Michigan,4659110
Tsunamiron,2528.0,"Jacksonville, Florida",4657700
RR52DE,2529.0,Delaware,4657160
JeffNStef,2530.0,Montana,4657080
fourdezzzz,2531.0,"Atlanta, Georgia",4656641
Tahoe07,2532.0,"New York City, New York",4656555
jerryjanes,2533.0,Alabama,4654750
cheap59,2534.0,Michigan,4654220
findcheap,2535.0,"Los Angeles, California",4653050
Suzzoom,2536.0,Nevada,4652910
BREW9,2537.0,"Tampa, Florida",4652660
kheckman,2538.0,Colorado,4652585
GryphonX,2539.0,Nevada,4651650
NashSpy,2540.0,"Nashville, Tennessee",4651400
Pspeed,2541.0,"Baltimore, Maryland",4651070
Dennis783,2542.0,"Des Moines, Iowa",4650745
isukatthis,2543.0,"Salt Lake City, Utah",4650295
banddaddy,2544.0,"Asheville, North Carolina",4649925
mmcmmel,2545.0,Florida,4649450
GooseMI,2546.0,"Grand Rapids, Michigan",4649420
Granger777,2547.0,Pennsylvania,4648930
CocoPaz,2548.0,"Santa Barbara, California",4648080
Snakeman88,2549.0,"Jacksonville, Florida",4646970
QCREWZR,2550.0,Colorado,4646430
XEX,2551.0,"Madison, Wisconsin",4646145
noonedwagfan,2552.0,"Dayton, Ohio",4645035
FPLREP,2553.0,Virginia,4644735
danthemanvan,2554.0,"Montgomery, Alabama",4644250
SkooterG,2555.0,"Phoenix, Arizona",4643949
Caragogo,2556.0,South Carolina,4642800
mikespipe,2557.0,"New York City, New York",4642435
dsaine,2558.0,North Carolina,4642320
fightinillini,2559.0,Illinois,4641905
jjcomp77,2560.0,"Rochester, New York",4641450
ikibaugh,2561.0,"Greensboro, North Carolina",4640300
letterchunker,2562.0,Texas,4640025
jhggasman,2563.0,Mississippi,4639540
iceman92,2564.0,"Fargo, North Dakota",4638675
HybridPete,2565.0,"Detroit, Michigan",4638210
Tapnitram,2566.0,Arkansas,4637850
GasSipper88,2567.0,"Calgary, Alberta",4637655
GaSrt8,2568.0,Georgia,4637570
Retowered,2569.0,Colorado,4637265
nfldude,2570.0,"San Diego, California",4636795
All_Wheelin,2571.0,"Twin Cities, Minnesota",4636090
jayceemi,2572.0,Michigan,4635350
mazdaboy,2573.0,"Portland, Oregon",4635010
pricewar,2574.0,"Ogden, Utah",4634930
redprius,2575.0,"Fort Worth, Texas",4633970
OldDogZeroOne,2576.0,"Albany, New York",4633625
gas_mizer,2577.0,"Toronto, Ontario",4633025
hibsaw,2578.0,Mississippi,4632690
Feud,2579.0,Ontario,4631765
okokok,2580.0,"Toronto, Ontario",4631265
boborobot,2581.0,Michigan,4630735
47elmo,2582.0,North Carolina,4630590
samsonov88,2583.0,Maine,4629805
kuchta,2584.0,"St. Louis, Missouri",4629280
bluebob48,2585.0,Iowa,4629165
Alex Keith,2586.0,"Toronto, Ontario",4629040
DrSlowDriver,2587.0,Alabama,4628920
MaryAnn1227,2588.0,Pennsylvania,4628760
daringdonna,2589.0,"Boise, Idaho",4628530
ptlbizgroup,2590.0,Illinois,4628060
ThunderX1,2591.0,"Los Angeles, California",4627825
sdm6061,2592.0,"Orange County, California",4626535
bowler360,2593.0,Illinois,4626500
ChuckW1,2594.0,"Long Island, New York",4626410
ihuey99,2595.0,"Oakland, California",4626065
SqrKpf,2596.0,"Toronto, Ontario",4626040
obimerrill,2597.0,"Cincinnati, Ohio",4625465
makalani,2598.0,Hawaii,4625275
wilbur_gas,2599.0,"Los Angeles, California",4625235
Jim5,2600.0,"Detroit, Michigan",4625190
Darrell5159,2601.0,Indiana,4624905
billybopWI,2602.0,Wisconsin,4624485
Bike74,2603.0,Illinois,4623920
lled,2604.0,Connecticut,4622385
Yankee1979,2605.0,"Flint, Michigan",4621885
naiiawah,2606.0,"Boise, Idaho",4620875
FatherFred,2607.0,"Atlanta, Georgia",4620250
OutsideCat,2608.0,Maine,4619860
moreloans,2609.0,"Grand Rapids, Michigan",4616550
markew1,2610.0,"Austin, Texas",4616245
djp071158,2611.0,"Detroit, Michigan",4616120
speedy700,2612.0,New Jersey,4615650
Harvolis,2613.0,Montana,4615360
MrWolfie56,2614.0,"Detroit, Michigan",4614255
Bou,2615.0,Maine,4614080
Gozman,2616.0,"Quad Cities, Iowa",4613885
DJRIO,2617.0,"Miami, Florida",4613835
Phoneman2010,2618.0,"Chicago, Illinois",4613815
firenrn,2619.0,"San Diego, California",4612170
dj5,2620.0,"Columbus, Ohio",4611550
wildcat659,2621.0,California,4610825
Seekingone,2622.0,Florida,4609400
tigerfan2008,2623.0,South Carolina,4609230
67Vette,2624.0,Maine,4608620
MAftab,2625.0,Connecticut,4608300
peteytheref,2626.0,Kentucky,4607950
ABCD1,2627.0,"Victoria, British Columbia",4606845
cub317484,2628.0,Indiana,4606755
Taxrefugee,2629.0,Arizona,4606570
ghoag,2630.0,"Twin Cities, Minnesota",4606475
dodsworth,2631.0,"Salem, Oregon",4606180
mikerroy,2632.0,"Dallas, Texas",4605727
mincemeat26,2633.0,"Atlanta, Georgia",4605165
teebone1234,2634.0,"San Francisco, California",4604655
Coo,2635.0,Ohio,4603910
brprven,2636.0,"Dallas, Texas",4603810
kidroc,2637.0,Illinois,4603495
cronus36,2638.0,"London, Ontario",4603295
swobby,2639.0,Georgia,4603120
bski,2640.0,Maryland,4601605
csh7586,2641.0,"Wilmington, Delaware",4601055
condé,2642.0,Michigan,4600925
tomcatta,2643.0,"Kansas City, Missouri",4600625
LucsPapa,2644.0,New Brunswick,4600500
myambro,2645.0,"Sacramento, California",4600470
2BillC,2646.0,"St. Louis, Missouri",4600140
mohammed10,2647.0,"Gainesville, Florida",4597950
GatorGuy,2648.0,"Columbia, South Carolina",4597785
gbs1,2649.0,Minnesota,4597600
scootriteby,2650.0,Arkansas,4597395
ml350MA,2651.0,Massachusetts,4596685
MImusicman,2652.0,Michigan,4595975
jprice1951,2653.0,"San Antonio, Texas",4595365
Muskie49,2654.0,South Carolina,4594870
RCFLYERDE,2655.0,Delaware,4593245
darmic1952,2656.0,Indiana,4592900
yukonjack,2657.0,Georgia,4592660
icer06,2658.0,"Huntsville, Alabama",4592110
EASYRYDER,2659.0,"Cincinnati, Ohio",4591875
daceyf59,2660.0,Mississippi,4591515
TwoEyes,2661.0,"New Haven, Connecticut",4591220
Mr1lung,2662.0,"Phoenix, Arizona",4590250
bleifrei65,2663.0,"Cleveland, Ohio",4589810
rbm3303,2664.0,Texas,4589715
paneinthegas,2665.0,"London, Ontario",4588930
don10,2666.0,North Carolina,4588675
Bookman41,2667.0,Ontario,4588335
SPW1,2668.0,"Columbus, Ohio",4588115
CivicCub,2669.0,"Wilmington, Delaware",4588065
JANDKT,2670.0,Mississippi,4587525
weddy11,2671.0,"Phoenix, Arizona",4586950
dogtaz1,2672.0,"Albany, New York",4586460
Grizzy227,2673.0,Pennsylvania,4585705
chocolate48114,2674.0,Michigan,4585530
Manny14,2675.0,New Jersey,4583950
swallen,2676.0,"Detroit, Michigan",4583040
Drill_It,2677.0,Michigan,4582545
OLDFART04,2678.0,Massachusetts,4582350
smoke2071,2679.0,Georgia,4581870
blitzntj,2680.0,"Jacksonville, Florida",4581860
scoobyru,2681.0,"Seattle, Washington",4580805
PENNYPINCHR,2682.0,"Twin Cities, Minnesota",4580310
WreckDiver59,2683.0,"Detroit, Michigan",4578640
CapNC,2684.0,North Carolina,4577575
SkyKing77,2685.0,"Fort Worth, Texas",4577255
joeborge,2686.0,"Ventura, California",4576080
jeperz,2687.0,Maine,4574250
Radar1992,2688.0,Florida,4574115
Bobmilan,2689.0,"Louisville, Kentucky",4572500
johton,2690.0,"Seattle, Washington",4569615
VonnaNY,2691.0,New York,4569350
StephenOM,2692.0,"Ocala, Florida",4569065
lovebarbie,2693.0,"Buffalo, New York",4568845
Toyotatrollop,2694.0,"Baltimore, Maryland",4567450
zzzz8109,2695.0,Michigan,4566720
FrisperCat,2696.0,"Anchorage, Alaska",4566675
AvantiMick,2697.0,Indiana,4565765
GDAE,2698.0,"Wichita, Kansas",4565710
gvmans,2699.0,"Pensacola, Florida",4564705
iron_city,2700.0,"Pittsburgh, Pennsylvania",4564270
chopper44,2701.0,Ontario,4564005
bmcrobOH,2702.0,"Toledo, Ohio",4563330
cathy_63,2703.0,"Baltimore, Maryland",4562925
orphancarguyPE,2704.0,PEI,4562760
DrSam46545,2705.0,"South Bend, Indiana",4562425
drobbbb,2706.0,Maryland,4561855
howard,2707.0,"St. Louis, Missouri",4561370
BoatBoy,2708.0,"Orange County, California",4561260
C.B.,2709.0,Ontario,4560560
Altima93,2710.0,"Honolulu, Hawaii",4560500
Gabydominguez85,2711.0,"Milwaukee, Wisconsin",4560360
Mohesh,2712.0,"Toronto, Ontario",4560005
dimsumkid,2713.0,"Chicago, Illinois",4557335
Cretired,2714.0,Louisiana,4557015
DNRSVP,2715.0,New Hampshire,4556930
Ranger106,2716.0,North Carolina,4556375
40niner,2717.0,"Winnipeg, Manitoba",4555040
sramroop,2718.0,"Birmingham, Alabama",4554305
BulletRC,2719.0,"Mobile, Alabama",4554195
SNOWMI,2720.0,Michigan,4553880
MapDaddy,2721.0,Illinois,4553575
don985,2722.0,"Denver, Colorado",4552465
afstud21,2723.0,"Tampa, Florida",4552390
HungManCA,2724.0,"Los Angeles, California",4552125
kslgas,2725.0,"Calgary, Alberta",4549705
jorod55,2726.0,California,4549655
FarmHillBarb,2727.0,Florida,4549605
tarheelcoastie,2728.0,"Greensboro, North Carolina",4549480
mattiacci,2729.0,"Twin Cities, Minnesota",4548685
Kath16,2730.0,Ohio,4547975
No1ConMan,2731.0,"Memphis, Tennessee",4547355
AcuraTSX,2732.0,Ohio,4546920
bbthegun,2733.0,"San Diego, California",4546200
GSP163,2734.0,New Jersey,4545805
kozo62,2735.0,"Orange County, California",4545795
N4PIP,2736.0,"Miami, Florida",4545220
SpeedyOne,2737.0,Minnesota,4544480
RUSHrocks,2738.0,"Allentown, Pennsylvania",4544205
dkgraph,2739.0,"Riverside, California",4543690
MissyLou9164,2740.0,British Columbia,4543310
jdr51,2741.0,Minnesota,4543210
snowsearch,2742.0,"Grand Rapids, Michigan",4540465
mwhbulldog,2743.0,"Lubbock, Texas",4539680
polpal,2744.0,"Spokane, Washington",4539535
wroofer66,2745.0,Indiana,4539385
gass12,2746.0,"Omaha, Nebraska",4538230
